,beta
12623,5.915230e-01
12624,5.915510e-01
12625,5.915059e-01
12626,5.915130e-01
12627,5.915033e-01
12628,5.915287e-01
12629,5.915386e-01
12630,5.915427e-01
12631,5.915492e-01
12632,5.915499e-01
12633,5.915841e-01
12634,5.915568e-01
12635,5.916009e-01
12636,5.915581e-01
12637,5.916266e-01
12638,5.915918e-01
12639,5.916416e-01
12640,5.916001e-01
12641,5.916298e-01
12642,5.916193e-01
12643,5.916472e-01
12644,5.916501e-01
12645,5.916493e-01
12646,5.916728e-01
12647,5.916848e-01
12648,5.917311e-01
12649,5.917235e-01
12650,5.917838e-01
12651,5.917587e-01
12652,5.918373e-01
12653,5.917801e-01
12654,5.918621e-01
12655,5.917807e-01
12656,5.918714e-01
12657,5.917820e-01
12658,5.918279e-01
12659,5.917487e-01
12660,5.917526e-01
12661,5.917390e-01
12662,5.917194e-01
12663,5.917335e-01
12664,5.916924e-01
12665,5.917373e-01
12666,5.917015e-01
12667,5.917709e-01
12668,5.917314e-01
12669,5.918154e-01
12670,5.917588e-01
12671,5.918395e-01
12672,5.917604e-01
12673,5.917965e-01
12674,5.917450e-01
12675,5.917389e-01
12676,5.917292e-01
12677,5.916672e-01
12678,5.916842e-01
12679,5.916157e-01
12680,5.916810e-01
12681,5.916011e-01
12682,5.916781e-01
12683,5.916072e-01
12684,5.916693e-01
12685,5.916083e-01
12686,5.916324e-01
12687,5.915881e-01
12688,5.915852e-01
12689,5.915620e-01
12690,5.915351e-01
12691,5.915397e-01
12692,5.915036e-01
12693,5.915495e-01
12694,5.914842e-01
12695,5.915822e-01
12696,5.914512e-01
12697,5.915714e-01
12698,5.914131e-01
12699,5.914437e-01
12700,5.913857e-01
12701,5.912471e-01
12702,5.912626e-01
12703,5.910636e-01
12704,5.910536e-01
12705,5.909568e-01
12706,5.908672e-01
12707,5.908728e-01
12708,5.907325e-01
12709,5.908033e-01
12710,5.906727e-01
12711,5.907446e-01
12712,5.906117e-01
12713,5.906101e-01
12714,5.905480e-01
12715,5.905077e-01
12716,5.904922e-01
12717,5.903732e-01
12718,5.903678e-01
12719,5.902765e-01
12720,5.903097e-01
12721,5.902373e-01
12722,5.902432e-01
12723,5.902045e-01
12724,5.902331e-01
12725,5.902126e-01
12726,5.902226e-01
12727,5.901951e-01
12728,5.902283e-01
12729,5.902259e-01
12730,5.902486e-01
12731,5.902262e-01
12732,5.902273e-01
12733,5.902366e-01
12734,5.902494e-01
12735,5.902686e-01
12736,5.902557e-01
12737,5.902832e-01
12738,5.902876e-01
12739,5.903289e-01
12740,5.903284e-01
12741,5.903642e-01
12742,5.903769e-01
12743,5.904309e-01
12744,5.904427e-01
12745,5.904800e-01
12746,5.904852e-01
12747,5.905277e-01
12748,5.905374e-01
12749,5.905769e-01
12750,5.905762e-01
12751,5.906205e-01
12752,5.906332e-01
12753,5.906775e-01
12754,5.906815e-01
12755,5.907203e-01
12756,5.907364e-01
12757,5.907945e-01
12758,5.908056e-01
12759,5.908503e-01
12760,5.908546e-01
12761,5.909005e-01
12762,5.909198e-01
12763,5.909572e-01
12764,5.909711e-01
12765,5.910036e-01
12766,5.910238e-01
12767,5.910653e-01
12768,5.910776e-01
12769,5.911146e-01
12770,5.911309e-01
12771,5.911875e-01
12772,5.911975e-01
12773,5.912574e-01
12774,5.912364e-01
12775,5.913173e-01
12776,5.912698e-01
12777,5.913668e-01
12778,5.912808e-01
12779,5.913582e-01
12780,5.912717e-01
12781,5.913289e-01
12782,5.912744e-01
12783,5.912811e-01
12784,5.912497e-01
12785,5.912151e-01
12786,5.912449e-01
12787,5.911931e-01
12788,5.912246e-01
12789,5.911682e-01
12790,5.912277e-01
12791,5.911960e-01
12792,5.912727e-01
12793,5.911954e-01
12794,5.912791e-01
12795,5.911603e-01
12796,5.912972e-01
12797,5.910937e-01
12798,5.911548e-01
12799,5.909884e-01
12800,5.909030e-01
12801,5.908902e-01
12802,5.906625e-01
12803,5.906342e-01
12804,5.904917e-01
12805,5.904164e-01
12806,5.904369e-01
12807,5.902656e-01
12808,5.902930e-01
12809,5.901861e-01
12810,5.902353e-01
12811,5.902003e-01
12812,5.901387e-01
12813,5.901218e-01
12814,5.900530e-01
12815,5.900969e-01
12816,5.899869e-01
12817,5.899767e-01
12818,5.898961e-01
12819,5.898949e-01
12820,5.898994e-01
12821,5.898505e-01
12822,5.898700e-01
12823,5.898132e-01
12824,5.898875e-01
12825,5.898265e-01
12826,5.898759e-01
12827,5.898110e-01
12828,5.898715e-01
12829,5.898339e-01
12830,5.898672e-01
12831,5.898151e-01
12832,5.898268e-01
12833,5.898218e-01
12834,5.898277e-01
12835,5.898246e-01
12836,5.898037e-01
12837,5.898226e-01
12838,5.898325e-01
12839,5.898755e-01
12840,5.898755e-01
12841,5.899110e-01
12842,5.899310e-01
12843,5.899753e-01
12844,5.899913e-01
12845,5.900045e-01
12846,5.900168e-01
12847,5.900387e-01
12848,5.900680e-01
12849,5.900759e-01
12850,5.900973e-01
12851,5.901049e-01
12852,5.901498e-01
12853,5.901645e-01
12854,5.902053e-01
12855,5.902160e-01
12856,5.902713e-01
12857,5.902896e-01
12858,5.903441e-01
12859,5.903406e-01
12860,5.904025e-01
12861,5.903906e-01
12862,5.904685e-01
12863,5.904300e-01
12864,5.904962e-01
12865,5.904606e-01
12866,5.905062e-01
12867,5.904917e-01
12868,5.905067e-01
12869,5.905261e-01
12870,5.905298e-01
12871,5.905644e-01
12872,5.905558e-01
12873,5.906024e-01
12874,5.905969e-01
12875,5.906706e-01
12876,5.906373e-01
12877,5.907245e-01
12878,5.906596e-01
12879,5.907406e-01
12880,5.906883e-01
12881,5.907267e-01
12882,5.907207e-01
12883,5.907020e-01
12884,5.907332e-01
12885,5.906636e-01
12886,5.907274e-01
12887,5.906459e-01
12888,5.907175e-01
12889,5.906354e-01
12890,5.907122e-01
12891,5.906505e-01
12892,5.907088e-01
12893,5.906345e-01
12894,5.906506e-01
12895,5.906218e-01
12896,5.906043e-01
12897,5.906044e-01
12898,5.905316e-01
12899,5.905882e-01
12900,5.904937e-01
12901,5.905704e-01
12902,5.904759e-01
12903,5.905510e-01
12904,5.904809e-01
12905,5.904886e-01
12906,5.904562e-01
12907,5.904343e-01
12908,5.904487e-01
12909,5.903774e-01
12910,5.903987e-01
12911,5.903382e-01
12912,5.903788e-01
12913,5.903449e-01
12914,5.903805e-01
12915,5.903702e-01
12916,5.904015e-01
12917,5.904032e-01
12918,5.904201e-01
12919,5.904304e-01
12920,5.904379e-01
12921,5.904596e-01
12922,5.904578e-01
12923,5.904931e-01
12924,5.904804e-01
12925,5.905259e-01
12926,5.905108e-01
12927,5.905685e-01
12928,5.905665e-01
12929,5.906094e-01
12930,5.906106e-01
12931,5.906335e-01
12932,5.906583e-01
12933,5.906802e-01
12934,5.907240e-01
12935,5.907263e-01
12936,5.907755e-01
12937,5.907728e-01
12938,5.908333e-01
12939,5.908271e-01
12940,5.908825e-01
12941,5.908789e-01
12942,5.909353e-01
12943,5.909241e-01
12944,5.909874e-01
12945,5.909600e-01
12946,5.910330e-01
12947,5.909811e-01
12948,5.910762e-01
12949,5.909754e-01
12950,5.910499e-01
12951,5.909674e-01
12952,5.910137e-01
12953,5.909848e-01
12954,5.909304e-01
12955,5.909567e-01
12956,5.908837e-01
12957,5.909790e-01
12958,5.908220e-01
12959,5.908930e-01
12960,5.907504e-01
12961,5.908073e-01
12962,5.907521e-01
12963,5.906718e-01
12964,5.906699e-01
12965,5.905326e-01
12966,5.905400e-01
12967,5.904530e-01
12968,5.904202e-01
12969,5.904279e-01
12970,5.903518e-01
12971,5.904139e-01
12972,5.902749e-01
12973,5.903749e-01
12974,5.902038e-01
12975,5.902623e-01
12976,5.901783e-01
12977,5.901049e-01
12978,5.901060e-01
12979,5.899051e-01
12980,5.899163e-01
12981,5.897789e-01
12982,5.897508e-01
12983,5.897192e-01
12984,5.896012e-01
12985,5.896574e-01
12986,5.895340e-01
12987,5.896041e-01
12988,5.894763e-01
12989,5.894917e-01
12990,5.894461e-01
12991,5.894153e-01
12992,5.894108e-01
12993,5.893129e-01
12994,5.893127e-01
12995,5.892354e-01
12996,5.892425e-01
12997,5.892277e-01
12998,5.892110e-01
12999,5.892262e-01
13000,5.892011e-01
13001,5.892334e-01
13002,5.892246e-01
13003,5.892466e-01
13004,5.892645e-01
13005,5.892813e-01
13006,5.893117e-01
13007,5.893102e-01
13008,5.893224e-01
13009,5.893276e-01
13010,5.893427e-01
13011,5.893630e-01
13012,5.893795e-01
13013,5.893930e-01
13014,5.894175e-01
13015,5.894294e-01
13016,5.894614e-01
13017,5.894889e-01
13018,5.895321e-01
13019,5.895721e-01
13020,5.895947e-01
13021,5.896167e-01
13022,5.896400e-01
13023,5.896690e-01
13024,5.897097e-01
13025,5.897279e-01
13026,5.897495e-01
13027,5.897686e-01
13028,5.897947e-01
13029,5.898391e-01
13030,5.898581e-01
13031,5.898930e-01
13032,5.899091e-01
13033,5.899444e-01
13034,5.899843e-01
13035,5.900169e-01
13036,5.900567e-01
13037,5.900762e-01
13038,5.901079e-01
13039,5.901314e-01
13040,5.901611e-01
13041,5.901949e-01
13042,5.902206e-01
13043,5.902531e-01
13044,5.902711e-01
13045,5.903007e-01
13046,5.903335e-01
13047,5.903714e-01
13048,5.904101e-01
13049,5.904341e-01
13050,5.904603e-01
13051,5.904877e-01
13052,5.905269e-01
13053,5.905644e-01
13054,5.905955e-01
13055,5.906184e-01
13056,5.906479e-01
13057,5.906860e-01
13058,5.907231e-01
13059,5.907555e-01
13060,5.907795e-01
13061,5.908093e-01
13062,5.908437e-01
13063,5.908794e-01
13064,5.909103e-01
13065,5.909392e-01
13066,5.909666e-01
13067,5.910047e-01
13068,5.910372e-01
13069,5.910726e-01
13070,5.910998e-01
13071,5.911295e-01
13072,5.911655e-01
13073,5.911910e-01
13074,5.912268e-01
13075,5.912499e-01
13076,5.912899e-01
13077,5.913207e-01
13078,5.913529e-01
13079,5.913828e-01
13080,5.914100e-01
13081,5.914493e-01
13082,5.914761e-01
13083,5.915143e-01
13084,5.915314e-01
13085,5.915674e-01
13086,5.915931e-01
13087,5.916341e-01
13088,5.916614e-01
13089,5.916879e-01
13090,5.917147e-01
13091,5.917442e-01
13092,5.917777e-01
13093,5.918090e-01
13094,5.918341e-01
13095,5.918646e-01
13096,5.918880e-01
13097,5.919297e-01
13098,5.919493e-01
13099,5.919911e-01
13100,5.920004e-01
13101,5.920478e-01
13102,5.920615e-01
13103,5.921013e-01
13104,5.921196e-01
13105,5.921521e-01
13106,5.921846e-01
13107,5.922067e-01
13108,5.922438e-01
13109,5.922567e-01
13110,5.923082e-01
13111,5.923128e-01
13112,5.923633e-01
13113,5.923599e-01
13114,5.924082e-01
13115,5.924223e-01
13116,5.924548e-01
13117,5.924814e-01
13118,5.924889e-01
13119,5.925248e-01
13120,5.925272e-01
13121,5.925772e-01
13122,5.925761e-01
13123,5.926208e-01
13124,5.926301e-01
13125,5.926619e-01
13126,5.926927e-01
13127,5.926944e-01
13128,5.927436e-01
13129,5.927161e-01
13130,5.927926e-01
13131,5.927183e-01
13132,5.928164e-01
13133,5.927212e-01
13134,5.928062e-01
13135,5.927090e-01
13136,5.927532e-01
13137,5.926880e-01
13138,5.926894e-01
13139,5.926381e-01
13140,5.926036e-01
13141,5.925847e-01
13142,5.925557e-01
13143,5.925588e-01
13144,5.925370e-01
13145,5.925612e-01
13146,5.925483e-01
13147,5.926051e-01
13148,5.925692e-01
13149,5.926617e-01
13150,5.925591e-01
13151,5.926456e-01
13152,5.925391e-01
13153,5.925817e-01
13154,5.925444e-01
13155,5.924563e-01
13156,5.924695e-01
13157,5.923122e-01
13158,5.923473e-01
13159,5.922483e-01
13160,5.922600e-01
13161,5.922139e-01
13162,5.921838e-01
13163,5.921975e-01
13164,5.921580e-01
13165,5.921934e-01
13166,5.921050e-01
13167,5.921747e-01
13168,5.920855e-01
13169,5.921452e-01
13170,5.920707e-01
13171,5.920590e-01
13172,5.920469e-01
13173,5.919851e-01
13174,5.920257e-01
13175,5.919405e-01
13176,5.919816e-01
13177,5.919037e-01
13178,5.919543e-01
13179,5.918872e-01
13180,5.919324e-01
13181,5.918599e-01
13182,5.919188e-01
13183,5.918314e-01
13184,5.918816e-01
13185,5.917717e-01
13186,5.917984e-01
13187,5.917457e-01
13188,5.917338e-01
13189,5.917410e-01
13190,5.916712e-01
13191,5.917070e-01
13192,5.916407e-01
13193,5.917042e-01
13194,5.916186e-01
13195,5.916754e-01
13196,5.916124e-01
13197,5.916596e-01
13198,5.916130e-01
13199,5.916023e-01
13200,5.915827e-01
13201,5.915720e-01
13202,5.915925e-01
13203,5.915594e-01
13204,5.915763e-01
13205,5.915559e-01
13206,5.916005e-01
13207,5.916020e-01
13208,5.916367e-01
13209,5.916355e-01
13210,5.916645e-01
13211,5.916848e-01
13212,5.917052e-01
13213,5.917172e-01
13214,5.917153e-01
13215,5.917411e-01
13216,5.917523e-01
13217,5.917896e-01
13218,5.917791e-01
13219,5.918159e-01
13220,5.918080e-01
13221,5.918736e-01
13222,5.918534e-01
13223,5.919097e-01
13224,5.918692e-01
13225,5.919339e-01
13226,5.919118e-01
13227,5.919662e-01
13228,5.919369e-01
13229,5.919665e-01
13230,5.919505e-01
13231,5.919779e-01
13232,5.919653e-01
13233,5.919911e-01
13234,5.919887e-01
13235,5.920267e-01
13236,5.920291e-01
13237,5.920679e-01
13238,5.920661e-01
13239,5.921219e-01
13240,5.920991e-01
13241,5.921711e-01
13242,5.921189e-01
13243,5.922000e-01
13244,5.921213e-01
13245,5.922199e-01
13246,5.920905e-01
13247,5.921338e-01
13248,5.920748e-01
13249,5.920640e-01
13250,5.921000e-01
13251,5.919569e-01
13252,5.920313e-01
13253,5.918502e-01
13254,5.919294e-01
13255,5.917917e-01
13256,5.917763e-01
13257,5.917606e-01
13258,5.916159e-01
13259,5.916458e-01
13260,5.914287e-01
13261,5.914492e-01
13262,5.912957e-01
13263,5.912626e-01
13264,5.912387e-01
13265,5.911238e-01
13266,5.911587e-01
13267,5.910386e-01
13268,5.910457e-01
13269,5.909949e-01
13270,5.909294e-01
13271,5.909578e-01
13272,5.908454e-01
13273,5.908933e-01
13274,5.907133e-01
13275,5.907526e-01
13276,5.906409e-01
13277,5.906426e-01
13278,5.906003e-01
13279,5.905017e-01
13280,5.904855e-01
13281,5.904161e-01
13282,5.903938e-01
13283,5.903722e-01
13284,5.903122e-01
13285,5.903497e-01
13286,5.903037e-01
13287,5.903356e-01
13288,5.903134e-01
13289,5.902995e-01
13290,5.903370e-01
13291,5.902882e-01
13292,5.903310e-01
13293,5.902699e-01
13294,5.902885e-01
13295,5.902733e-01
13296,5.902660e-01
13297,5.902833e-01
13298,5.902714e-01
13299,5.902942e-01
13300,5.903038e-01
13301,5.903127e-01
13302,5.903346e-01
13303,5.903450e-01
13304,5.903674e-01
13305,5.903993e-01
13306,5.903918e-01
13307,5.904493e-01
13308,5.904140e-01
13309,5.905032e-01
13310,5.904383e-01
13311,5.905085e-01
13312,5.904447e-01
13313,5.905112e-01
13314,5.904827e-01
13315,5.905025e-01
13316,5.904795e-01
13317,5.904759e-01
13318,5.904989e-01
13319,5.905080e-01
13320,5.905334e-01
13321,5.905254e-01
13322,5.905698e-01
13323,5.905616e-01
13324,5.906458e-01
13325,5.906045e-01
13326,5.906942e-01
13327,5.906157e-01
13328,5.906787e-01
13329,5.906351e-01
13330,5.906534e-01
13331,5.906538e-01
13332,5.906100e-01
13333,5.906296e-01
13334,5.905769e-01
13335,5.906319e-01
13336,5.905809e-01
13337,5.906597e-01
13338,5.905880e-01
13339,5.906878e-01
13340,5.906124e-01
13341,5.906901e-01
13342,5.906292e-01
13343,5.906260e-01
13344,5.906085e-01
13345,5.905436e-01
13346,5.905682e-01
13347,5.904806e-01
13348,5.905333e-01
13349,5.904693e-01
13350,5.905456e-01
13351,5.904729e-01
13352,5.905489e-01
13353,5.904781e-01
13354,5.905553e-01
13355,5.904814e-01
13356,5.904953e-01
13357,5.904304e-01
13358,5.904300e-01
13359,5.904202e-01
13360,5.903953e-01
13361,5.903903e-01
13362,5.903547e-01
13363,5.903991e-01
13364,5.904081e-01
13365,5.904595e-01
13366,5.904421e-01
13367,5.904739e-01
13368,5.904735e-01
13369,5.905279e-01
13370,5.905172e-01
13371,5.905479e-01
13372,5.905192e-01
13373,5.905584e-01
13374,5.905475e-01
13375,5.905844e-01
13376,5.905799e-01
13377,5.906088e-01
13378,5.906296e-01
13379,5.906553e-01
13380,5.906857e-01
13381,5.906984e-01
13382,5.907404e-01
13383,5.907615e-01
13384,5.908037e-01
13385,5.908167e-01
13386,5.908483e-01
13387,5.908739e-01
13388,5.909079e-01
13389,5.909314e-01
13390,5.909473e-01
13391,5.909822e-01
13392,5.910063e-01
13393,5.910551e-01
13394,5.910587e-01
13395,5.911170e-01
13396,5.911117e-01
13397,5.911937e-01
13398,5.911626e-01
13399,5.912625e-01
13400,5.911599e-01
13401,5.912842e-01
13402,5.911216e-01
13403,5.912229e-01
13404,5.910526e-01
13405,5.910428e-01
13406,5.909951e-01
13407,5.908623e-01
13408,5.909020e-01
13409,5.906653e-01
13410,5.907110e-01
13411,5.905361e-01
13412,5.904975e-01
13413,5.904887e-01
13414,5.903191e-01
13415,5.903801e-01
13416,5.901000e-01
13417,5.901172e-01
13418,5.899588e-01
13419,5.898649e-01
13420,5.898366e-01
13421,5.896013e-01
13422,5.895913e-01
13423,5.894215e-01
13424,5.893691e-01
13425,5.893055e-01
13426,5.891942e-01
13427,5.892165e-01
13428,5.891384e-01
13429,5.891377e-01
13430,5.890598e-01
13431,5.890369e-01
13432,5.890148e-01
13433,5.890403e-01
13434,5.889966e-01
13435,5.889855e-01
13436,5.889280e-01
13437,5.889179e-01
13438,5.889365e-01
13439,5.888932e-01
13440,5.889410e-01
13441,5.888798e-01
13442,5.889454e-01
13443,5.889217e-01
13444,5.889413e-01
13445,5.889508e-01
13446,5.889273e-01
13447,5.889667e-01
13448,5.889602e-01
13449,5.889738e-01
13450,5.889875e-01
13451,5.889845e-01
13452,5.890122e-01
13453,5.890365e-01
13454,5.890552e-01
13455,5.890939e-01
13456,5.891092e-01
13457,5.891432e-01
13458,5.891722e-01
13459,5.891870e-01
13460,5.892336e-01
13461,5.892481e-01
13462,5.892986e-01
13463,5.893085e-01
13464,5.893457e-01
13465,5.893679e-01
13466,5.894170e-01
13467,5.894436e-01
13468,5.894945e-01
13469,5.895002e-01
13470,5.895608e-01
13471,5.895784e-01
13472,5.896367e-01
13473,5.896524e-01
13474,5.896838e-01
13475,5.897125e-01
13476,5.897492e-01
13477,5.897834e-01
13478,5.898091e-01
13479,5.898294e-01
13480,5.898622e-01
13481,5.898958e-01
13482,5.899321e-01
13483,5.899609e-01
13484,5.899836e-01
13485,5.900171e-01
13486,5.900514e-01
13487,5.900877e-01
13488,5.901167e-01
13489,5.901409e-01
13490,5.901715e-01
13491,5.902033e-01
13492,5.902321e-01
13493,5.902593e-01
13494,5.902814e-01
13495,5.903224e-01
13496,5.903460e-01
13497,5.903906e-01
13498,5.904050e-01
13499,5.904492e-01
13500,5.904691e-01
13501,5.905135e-01
13502,5.905309e-01
13503,5.905731e-01
13504,5.905871e-01
13505,5.906360e-01
13506,5.906450e-01
13507,5.906948e-01
13508,5.907016e-01
13509,5.907571e-01
13510,5.907617e-01
13511,5.908182e-01
13512,5.908057e-01
13513,5.908695e-01
13514,5.908473e-01
13515,5.909355e-01
13516,5.908809e-01
13517,5.909793e-01
13518,5.908890e-01
13519,5.909751e-01
13520,5.908966e-01
13521,5.909478e-01
13522,5.909018e-01
13523,5.908822e-01
13524,5.908607e-01
13525,5.908322e-01
13526,5.908547e-01
13527,5.908200e-01
13528,5.908740e-01
13529,5.908091e-01
13530,5.909212e-01
13531,5.908032e-01
13532,5.909330e-01
13533,5.907949e-01
13534,5.908300e-01
13535,5.907655e-01
13536,5.906494e-01
13537,5.906535e-01
13538,5.904900e-01
13539,5.905044e-01
13540,5.904250e-01
13541,5.903932e-01
13542,5.903934e-01
13543,5.903252e-01
13544,5.903826e-01
13545,5.903172e-01
13546,5.903906e-01
13547,5.902558e-01
13548,5.903419e-01
13549,5.901903e-01
13550,5.902484e-01
13551,5.901222e-01
13552,5.900375e-01
13553,5.900070e-01
13554,5.898319e-01
13555,5.898921e-01
13556,5.897018e-01
13557,5.897313e-01
13558,5.896462e-01
13559,5.895807e-01
13560,5.896144e-01
13561,5.894477e-01
13562,5.894977e-01
13563,5.893692e-01
13564,5.893735e-01
13565,5.893315e-01
13566,5.892178e-01
13567,5.892425e-01
13568,5.891076e-01
13569,5.891277e-01
13570,5.890297e-01
13571,5.889885e-01
13572,5.890058e-01
13573,5.889256e-01
13574,5.889667e-01
13575,5.888278e-01
13576,5.888598e-01
13577,5.888174e-01
13578,5.888323e-01
13579,5.888465e-01
13580,5.887444e-01
13581,5.887945e-01
13582,5.886695e-01
13583,5.887338e-01
13584,5.886460e-01
13585,5.886348e-01
13586,5.886576e-01
13587,5.885614e-01
13588,5.886281e-01
13589,5.884602e-01
13590,5.885071e-01
13591,5.884169e-01
13592,5.884156e-01
13593,5.884338e-01
13594,5.883395e-01
13595,5.883484e-01
13596,5.882735e-01
13597,5.882592e-01
13598,5.882798e-01
13599,5.882287e-01
13600,5.882622e-01
13601,5.882311e-01
13602,5.882354e-01
13603,5.882565e-01
13604,5.882288e-01
13605,5.882811e-01
13606,5.882554e-01
13607,5.883050e-01
13608,5.882697e-01
13609,5.882904e-01
13610,5.882789e-01
13611,5.882979e-01
13612,5.883237e-01
13613,5.883246e-01
13614,5.883580e-01
13615,5.883650e-01
13616,5.884036e-01
13617,5.884253e-01
13618,5.884520e-01
13619,5.884848e-01
13620,5.885113e-01
13621,5.885466e-01
13622,5.885664e-01
13623,5.885964e-01
13624,5.886179e-01
13625,5.886548e-01
13626,5.886797e-01
13627,5.887187e-01
13628,5.887492e-01
13629,5.887892e-01
13630,5.888199e-01
13631,5.888534e-01
13632,5.888880e-01
13633,5.889270e-01
13634,5.889696e-01
13635,5.890049e-01
13636,5.890418e-01
13637,5.890735e-01
13638,5.891147e-01
13639,5.891545e-01
13640,5.891970e-01
13641,5.892290e-01
13642,5.892652e-01
13643,5.892957e-01
13644,5.893435e-01
13645,5.893796e-01
13646,5.894267e-01
13647,5.894538e-01
13648,5.894995e-01
13649,5.895320e-01
13650,5.895835e-01
13651,5.896150e-01
13652,5.896540e-01
13653,5.896844e-01
13654,5.897275e-01
13655,5.897655e-01
13656,5.898053e-01
13657,5.898375e-01
13658,5.898744e-01
13659,5.899174e-01
13660,5.899538e-01
13661,5.899983e-01
13662,5.900254e-01
13663,5.900807e-01
13664,5.900998e-01
13665,5.901492e-01
13666,5.901664e-01
13667,5.902113e-01
13668,5.902461e-01
13669,5.902764e-01
13670,5.903111e-01
13671,5.903354e-01
13672,5.903831e-01
13673,5.904099e-01
13674,5.904536e-01
13675,5.904715e-01
13676,5.905176e-01
13677,5.905422e-01
13678,5.905914e-01
13679,5.906083e-01
13680,5.906545e-01
13681,5.906689e-01
13682,5.907254e-01
13683,5.907294e-01
13684,5.907887e-01
13685,5.907857e-01
13686,5.908416e-01
13687,5.908366e-01
13688,5.908982e-01
13689,5.908886e-01
13690,5.909604e-01
13691,5.909194e-01
13692,5.910063e-01
13693,5.909415e-01
13694,5.910086e-01
13695,5.909594e-01
13696,5.909995e-01
13697,5.910032e-01
13698,5.910040e-01
13699,5.910255e-01
13700,5.909935e-01
13701,5.910597e-01
13702,5.909942e-01
13703,5.910926e-01
13704,5.910074e-01
13705,5.910900e-01
13706,5.909917e-01
13707,5.910048e-01
13708,5.909939e-01
13709,5.909723e-01
13710,5.910152e-01
13711,5.908711e-01
13712,5.909549e-01
13713,5.907928e-01
13714,5.908808e-01
13715,5.907346e-01
13716,5.907400e-01
13717,5.906825e-01
13718,5.905834e-01
13719,5.905621e-01
13720,5.904104e-01
13721,5.904399e-01
13722,5.903425e-01
13723,5.903898e-01
13724,5.902809e-01
13725,5.903240e-01
13726,5.902380e-01
13727,5.902711e-01
13728,5.901999e-01
13729,5.901607e-01
13730,5.901492e-01
13731,5.900845e-01
13732,5.901056e-01
13733,5.900095e-01
13734,5.900348e-01
13735,5.899830e-01
13736,5.900131e-01
13737,5.899934e-01
13738,5.899821e-01
13739,5.899940e-01
13740,5.899794e-01
13741,5.900165e-01
13742,5.899910e-01
13743,5.900286e-01
13744,5.900166e-01
13745,5.900422e-01
13746,5.900493e-01
13747,5.900459e-01
13748,5.900741e-01
13749,5.900652e-01
13750,5.900952e-01
13751,5.901052e-01
13752,5.901242e-01
13753,5.901572e-01
13754,5.901482e-01
13755,5.902044e-01
13756,5.901822e-01
13757,5.902607e-01
13758,5.902264e-01
13759,5.902936e-01
13760,5.902544e-01
13761,5.902973e-01
13762,5.902894e-01
13763,5.903309e-01
13764,5.903417e-01
13765,5.903481e-01
13766,5.903578e-01
13767,5.903770e-01
13768,5.904059e-01
13769,5.904319e-01
13770,5.904459e-01
13771,5.904749e-01
13772,5.905094e-01
13773,5.905452e-01
13774,5.905829e-01
13775,5.905855e-01
13776,5.906423e-01
13777,5.906325e-01
13778,5.907156e-01
13779,5.906663e-01
13780,5.907615e-01
13781,5.906705e-01
13782,5.907728e-01
13783,5.906511e-01
13784,5.907465e-01
13785,5.906228e-01
13786,5.906727e-01
13787,5.905879e-01
13788,5.905549e-01
13789,5.905467e-01
13790,5.904650e-01
13791,5.905048e-01
13792,5.904238e-01
13793,5.904877e-01
13794,5.903908e-01
13795,5.904608e-01
13796,5.903680e-01
13797,5.904784e-01
13798,5.903347e-01
13799,5.903555e-01
13800,5.902836e-01
13801,5.902399e-01
13802,5.902644e-01
13803,5.900774e-01
13804,5.901163e-01
13805,5.899752e-01
13806,5.900233e-01
13807,5.899391e-01
13808,5.898893e-01
13809,5.898957e-01
13810,5.898110e-01
13811,5.898598e-01
13812,5.897416e-01
13813,5.897663e-01
13814,5.897244e-01
13815,5.897093e-01
13816,5.897141e-01
13817,5.895932e-01
13818,5.896524e-01
13819,5.895085e-01
13820,5.895982e-01
13821,5.895009e-01
13822,5.894930e-01
13823,5.894764e-01
13824,5.893551e-01
13825,5.893856e-01
13826,5.893050e-01
13827,5.892940e-01
13828,5.892953e-01
13829,5.892021e-01
13830,5.892860e-01
13831,5.891347e-01
13832,5.892221e-01
13833,5.891054e-01
13834,5.891391e-01
13835,5.891070e-01
13836,5.890120e-01
13837,5.890149e-01
13838,5.888984e-01
13839,5.889125e-01
13840,5.888508e-01
13841,5.888263e-01
13842,5.888493e-01
13843,5.887899e-01
13844,5.888434e-01
13845,5.887648e-01
13846,5.888349e-01
13847,5.887733e-01
13848,5.888116e-01
13849,5.887785e-01
13850,5.887747e-01
13851,5.887660e-01
13852,5.887218e-01
13853,5.887338e-01
13854,5.887288e-01
13855,5.887565e-01
13856,5.887723e-01
13857,5.887719e-01
13858,5.888004e-01
13859,5.888218e-01
13860,5.888740e-01
13861,5.888859e-01
13862,5.889220e-01
13863,5.889251e-01
13864,5.889764e-01
13865,5.889804e-01
13866,5.890207e-01
13867,5.890186e-01
13868,5.890619e-01
13869,5.890842e-01
13870,5.891201e-01
13871,5.891474e-01
13872,5.891689e-01
13873,5.892197e-01
13874,5.892498e-01
13875,5.893081e-01
13876,5.893240e-01
13877,5.893756e-01
13878,5.893943e-01
13879,5.894403e-01
13880,5.894685e-01
13881,5.894969e-01
13882,5.895435e-01
13883,5.895537e-01
13884,5.896151e-01
13885,5.896073e-01
13886,5.896863e-01
13887,5.896788e-01
13888,5.897523e-01
13889,5.897397e-01
13890,5.898036e-01
13891,5.898038e-01
13892,5.898561e-01
13893,5.898547e-01
13894,5.898938e-01
