,L_pde,L_ic,L_data,L_total
3728,3.275808e-09,6.075194e-11,1.015918e-08,1.349574e-08
3729,3.356499e-09,7.872119e-11,1.705851e-08,2.049373e-08
3730,3.237022e-09,6.138295e-11,2.035257e-08,2.365097e-08
3731,3.210868e-09,4.566074e-11,1.551478e-08,1.877131e-08
3732,3.351057e-09,4.605259e-11,1.382015e-08,1.721726e-08
3733,3.569159e-09,4.252902e-11,9.754673e-09,1.336636e-08
3734,3.260357e-09,6.148002e-11,1.120488e-08,1.452672e-08
3735,3.264384e-09,6.278248e-11,1.184976e-08,1.517693e-08
3736,3.229609e-09,4.238635e-11,1.050987e-08,1.378187e-08
3737,4.756416e-09,4.951861e-11,1.408727e-08,1.889320e-08
3738,5.499708e-09,4.601158e-11,9.369113e-09,1.491483e-08
3739,3.187439e-09,5.647697e-11,9.151086e-09,1.239500e-08
3740,3.367616e-09,9.632876e-11,1.217142e-08,1.563537e-08
3741,3.204879e-09,1.382697e-10,1.709244e-08,2.043558e-08
3742,3.227604e-09,5.770263e-11,1.666396e-08,1.994927e-08
3743,4.003594e-09,1.025498e-10,2.893752e-08,3.304367e-08
3744,3.263033e-09,4.760066e-11,1.906584e-08,2.237647e-08
3745,3.311913e-09,4.780221e-11,1.523629e-08,1.859601e-08
3746,3.482123e-09,5.800553e-11,1.021549e-08,1.375562e-08
3747,3.361169e-09,5.343793e-11,1.395319e-08,1.736780e-08
3748,3.403071e-09,4.542645e-11,2.307657e-08,2.652507e-08
3749,3.220189e-09,1.387125e-10,1.186049e-08,1.521939e-08
3750,3.171655e-09,7.915556e-11,9.025639e-09,1.227645e-08
3751,3.169158e-09,5.645137e-11,1.130649e-08,1.453210e-08
3752,3.273632e-09,4.794222e-11,9.729674e-09,1.305125e-08
3753,3.532253e-09,6.024348e-11,9.601465e-09,1.319396e-08
3754,3.164908e-09,4.945336e-11,8.873595e-09,1.208796e-08
3755,3.846382e-09,5.197795e-11,1.308507e-08,1.698344e-08
3756,3.583228e-09,6.066014e-11,1.277146e-08,1.641534e-08
3757,3.180262e-09,5.104155e-11,9.815878e-09,1.304718e-08
3758,3.225838e-09,5.270996e-11,9.470916e-09,1.274946e-08
3759,3.246714e-09,5.206089e-11,1.978787e-08,2.308665e-08
3760,3.405171e-09,4.770284e-11,1.119185e-08,1.464473e-08
3761,3.263493e-09,4.848293e-11,1.504763e-08,1.835961e-08
3762,3.203520e-09,6.620765e-11,1.115366e-08,1.442339e-08
3763,3.173284e-09,6.350121e-11,9.835690e-09,1.307247e-08
3764,3.212550e-09,5.853691e-11,1.035723e-08,1.362831e-08
3765,4.264853e-09,5.411660e-11,9.800657e-09,1.411963e-08
3766,3.187777e-09,5.151471e-11,1.640283e-08,1.964212e-08
3767,3.227420e-09,4.116696e-11,1.045509e-08,1.372368e-08
3768,3.224454e-09,1.067481e-10,1.422754e-08,1.755874e-08
3769,3.261423e-09,4.443078e-11,1.632359e-08,1.962944e-08
3770,3.132349e-09,4.743089e-11,1.100213e-08,1.418191e-08
3771,3.177707e-09,6.063574e-11,1.436633e-08,1.760467e-08
3772,3.164860e-09,8.204881e-11,9.059777e-09,1.230669e-08
3773,3.173289e-09,5.987627e-11,1.386529e-08,1.709845e-08
3774,5.709676e-09,1.160547e-10,1.988490e-08,2.571063e-08
3775,3.373066e-09,5.804227e-11,9.144753e-09,1.257586e-08
3776,3.852519e-09,6.683169e-11,1.077804e-08,1.469739e-08
3777,3.518042e-09,6.546681e-11,2.207116e-08,2.565467e-08
3778,3.222233e-09,8.931076e-11,1.276648e-08,1.607802e-08
3779,3.262927e-09,5.324546e-11,1.562053e-08,1.893670e-08
3780,3.351698e-09,5.426408e-11,8.863348e-09,1.226931e-08
3781,3.330463e-09,4.832963e-11,2.026651e-08,2.364531e-08
3782,4.380834e-09,5.062096e-11,1.590562e-08,2.033707e-08
3783,3.387727e-09,1.092315e-10,2.775623e-08,3.125319e-08
3784,3.279393e-09,6.837981e-11,4.251525e-08,4.586303e-08
3785,3.214806e-09,5.820831e-11,1.205192e-08,1.532494e-08
3786,3.482093e-09,5.608735e-11,4.597567e-08,4.951385e-08
3787,3.614065e-09,1.416222e-10,7.567336e-08,7.942904e-08
3788,3.145409e-09,6.173551e-11,1.089352e-08,1.410066e-08
3789,3.271378e-09,3.417647e-11,2.058282e-08,2.388837e-08
3790,3.185514e-09,7.210840e-11,1.178630e-08,1.504393e-08
3791,3.798756e-09,6.495075e-11,1.808952e-08,2.195323e-08
3792,3.125697e-09,4.439060e-11,1.113917e-08,1.430926e-08
3793,4.503578e-09,4.284063e-11,9.593497e-09,1.413992e-08
3794,3.182943e-09,5.070454e-11,9.167373e-09,1.240102e-08
3795,3.628295e-09,1.070613e-10,1.362415e-08,1.735950e-08
3796,3.222008e-09,4.006439e-11,1.322744e-08,1.648952e-08
3797,3.137158e-09,4.516076e-11,1.042919e-08,1.361151e-08
3798,3.611174e-09,4.369456e-11,1.222896e-08,1.588383e-08
3799,3.511815e-09,4.162487e-11,1.804068e-08,2.159412e-08
3800,3.128978e-09,1.053677e-10,9.764121e-09,1.299847e-08
3801,3.231052e-09,1.335081e-10,2.818670e-08,3.155126e-08
3802,3.099177e-09,4.676223e-11,1.343749e-08,1.658343e-08
3803,3.325785e-09,4.709645e-11,8.935445e-09,1.230833e-08
3804,3.226174e-09,4.590900e-11,1.342095e-08,1.669303e-08
3805,3.371828e-09,4.915350e-11,1.664996e-08,2.007094e-08
3806,3.801988e-09,6.298016e-11,1.348537e-08,1.735034e-08
3807,3.232170e-09,4.443606e-11,1.646389e-08,1.974049e-08
3808,3.113401e-09,5.353025e-11,1.277409e-08,1.594102e-08
3809,3.185230e-09,5.679060e-11,1.136252e-08,1.460454e-08
3810,3.126312e-09,6.241300e-11,8.721466e-09,1.191019e-08
3811,3.179354e-09,5.287325e-11,9.383876e-09,1.261610e-08
3812,3.355354e-09,8.009024e-11,2.156090e-08,2.499634e-08
3813,3.330439e-09,1.013727e-10,9.381964e-08,9.725146e-08
3814,3.361919e-09,6.520751e-11,1.731457e-08,2.074170e-08
3815,3.228563e-09,6.791317e-11,2.955009e-08,3.284656e-08
3816,3.088549e-09,5.050553e-11,1.510575e-08,1.824481e-08
3817,3.142113e-09,7.363956e-11,1.240225e-08,1.561800e-08
3818,3.094681e-09,4.082843e-11,2.417774e-08,2.731324e-08
3819,3.617623e-09,1.006700e-10,1.462828e-08,1.834657e-08
3820,3.252748e-09,4.685003e-11,2.532667e-08,2.862627e-08
3821,3.393222e-09,4.450548e-11,9.430349e-09,1.286808e-08
3822,3.525961e-09,4.486123e-11,1.049826e-08,1.406908e-08
3823,3.160395e-09,7.478231e-11,8.779985e-09,1.201516e-08
3824,3.349020e-09,7.327505e-11,1.969552e-08,2.311781e-08
3825,3.166024e-09,4.297199e-11,1.416427e-08,1.737326e-08
3826,3.099916e-09,7.187071e-11,1.051867e-08,1.369045e-08
3827,3.142346e-09,4.064705e-11,9.604695e-09,1.278769e-08
3828,3.567844e-09,4.433836e-11,9.376638e-09,1.298882e-08
3829,3.181719e-09,4.518906e-11,8.392664e-09,1.161957e-08
3830,3.143199e-09,3.879316e-11,1.231928e-08,1.550127e-08
3831,3.061690e-09,4.276359e-11,1.044137e-08,1.354582e-08
3832,3.093893e-09,4.651546e-11,8.755293e-09,1.189570e-08
3833,3.074924e-09,5.213525e-11,8.303148e-09,1.143021e-08
3834,3.204202e-09,4.279321e-11,1.044045e-08,1.368745e-08
3835,3.066926e-09,4.670841e-11,9.961751e-09,1.307539e-08
3836,3.264960e-09,4.149399e-11,1.138652e-08,1.469297e-08
3837,3.070116e-09,4.234810e-11,9.145024e-09,1.225749e-08
3838,3.199135e-09,5.173063e-11,1.808945e-08,2.134032e-08
3839,3.060735e-09,4.847859e-11,8.483199e-09,1.159241e-08
3840,3.145039e-09,4.366514e-11,9.523120e-09,1.271182e-08
3841,3.074755e-09,4.433396e-11,1.106242e-08,1.418151e-08
3842,3.159829e-09,4.382125e-11,1.092534e-08,1.412899e-08
3843,3.479605e-09,4.980623e-11,1.843368e-08,2.196309e-08
3844,3.082444e-09,4.953222e-11,1.067278e-08,1.380476e-08
3845,3.078147e-09,4.117654e-11,1.030468e-08,1.342400e-08
3846,3.054208e-09,4.567628e-11,1.014550e-08,1.324539e-08
3847,3.108595e-09,4.579996e-11,8.164714e-09,1.131911e-08
3848,3.158802e-09,5.170506e-11,9.124652e-09,1.233516e-08
3849,3.169851e-09,4.345768e-11,9.197462e-09,1.241077e-08
3850,5.210770e-09,5.304792e-11,1.391915e-08,1.918296e-08
3851,3.276283e-09,4.456739e-11,1.815746e-08,2.147831e-08
3852,3.071474e-09,5.120366e-11,1.152879e-08,1.465147e-08
3853,3.086197e-09,5.003201e-11,1.136942e-08,1.450565e-08
3854,3.098864e-09,5.366723e-11,1.254305e-08,1.569558e-08
3855,3.605561e-09,5.326097e-11,1.019745e-08,1.385627e-08
3856,3.056019e-09,4.678394e-11,8.731825e-09,1.183463e-08
3857,3.080066e-09,5.592821e-11,1.195737e-08,1.509337e-08
3858,3.064004e-09,4.748088e-11,9.393045e-09,1.250453e-08
3859,3.132520e-09,5.100158e-11,8.833688e-09,1.201721e-08
3860,3.203599e-09,4.821004e-11,1.272095e-08,1.597276e-08
3861,3.054180e-09,4.232592e-11,8.614240e-09,1.171075e-08
3862,3.040818e-09,6.489639e-11,8.461040e-09,1.156675e-08
3863,3.155630e-09,3.943239e-11,9.569300e-09,1.276436e-08
3864,3.088910e-09,4.444279e-11,8.862912e-09,1.199627e-08
3865,3.085471e-09,5.065853e-11,9.973077e-09,1.310921e-08
3866,3.152206e-09,3.807116e-11,1.520164e-08,1.839192e-08
3867,3.048701e-09,5.257790e-11,8.135252e-09,1.123653e-08
3868,3.833148e-09,5.062294e-11,1.013648e-08,1.402026e-08
3869,3.128739e-09,5.083983e-11,1.359841e-08,1.677799e-08
3870,3.056896e-09,4.423643e-11,8.699864e-09,1.180100e-08
3871,3.998532e-09,4.793293e-11,8.102448e-09,1.214891e-08
3872,3.052403e-09,5.025767e-11,9.055749e-09,1.215841e-08
3873,3.076969e-09,5.110396e-11,1.503143e-08,1.815950e-08
3874,3.485614e-09,4.626321e-11,9.469816e-09,1.300169e-08
3875,3.051826e-09,4.628103e-11,8.489404e-09,1.158751e-08
3876,3.093510e-09,5.080713e-11,1.010694e-08,1.325126e-08
3877,3.109014e-09,4.265628e-11,1.079284e-08,1.394451e-08
3878,3.235455e-09,4.695380e-11,9.140071e-09,1.242248e-08
3879,3.121633e-09,5.644206e-11,8.438651e-09,1.161673e-08
3880,3.043186e-09,6.241852e-11,8.848462e-09,1.195407e-08
3881,3.071503e-09,4.537303e-11,8.468078e-09,1.158495e-08
3882,3.068788e-09,4.611654e-11,2.445943e-08,2.757433e-08
3883,3.037952e-09,4.510190e-11,1.242157e-08,1.550462e-08
3884,3.102028e-09,4.920852e-11,1.150180e-08,1.465304e-08
3885,3.312634e-09,1.139533e-10,1.091756e-08,1.434415e-08
3886,3.086066e-09,4.744865e-11,1.046963e-08,1.360314e-08
3887,3.355394e-09,4.456283e-11,1.105057e-08,1.445053e-08
3888,3.030410e-09,6.099971e-11,9.130301e-09,1.222171e-08
3889,3.144543e-09,5.668483e-11,1.110365e-08,1.430487e-08
3890,4.015142e-09,5.513953e-11,1.083076e-08,1.490104e-08
3891,3.092803e-09,5.531714e-11,8.645619e-09,1.179374e-08
3892,3.081791e-09,6.147798e-11,9.063034e-09,1.220630e-08
3893,3.192277e-09,5.321600e-11,1.000838e-08,1.325387e-08
3894,3.166879e-09,6.141371e-11,1.187786e-08,1.510616e-08
3895,3.168403e-09,5.139244e-11,8.698923e-09,1.191872e-08
3896,3.039162e-09,4.703611e-11,9.338246e-09,1.242444e-08
3897,3.107174e-09,6.237898e-11,9.150916e-09,1.232047e-08
3898,3.854423e-09,5.183961e-11,1.344606e-08,1.735233e-08
3899,3.283522e-09,5.417064e-11,8.280742e-09,1.161844e-08
3900,3.106152e-09,5.134359e-11,8.290453e-09,1.144795e-08
3901,3.072117e-09,4.869360e-11,8.115151e-09,1.123596e-08
3902,3.219421e-09,4.320183e-11,8.551023e-09,1.181365e-08
3903,3.045423e-09,5.145282e-11,8.752325e-09,1.184920e-08
3904,3.034678e-09,4.579719e-11,8.922602e-09,1.200308e-08
3905,3.166321e-09,4.240102e-11,1.205381e-08,1.526253e-08
3906,3.059141e-09,4.959794e-11,1.001678e-08,1.312552e-08
3907,3.034010e-09,6.254432e-11,1.108491e-08,1.418147e-08
3908,3.022122e-09,4.732273e-11,1.168640e-08,1.475585e-08
3909,3.250987e-09,4.055806e-11,1.307364e-08,1.636519e-08
3910,3.062334e-09,5.356270e-11,8.066949e-09,1.118285e-08
3911,3.050552e-09,5.379289e-11,9.782022e-09,1.288637e-08
3912,3.059500e-09,5.524429e-11,8.503205e-09,1.161795e-08
3913,3.603636e-09,5.261017e-11,9.064788e-09,1.272103e-08
3914,3.155225e-09,5.523501e-11,8.104021e-09,1.131448e-08
3915,3.214586e-09,5.694033e-11,1.159202e-08,1.486354e-08
3916,3.242234e-09,5.283701e-11,9.331256e-09,1.262633e-08
3917,3.065130e-09,8.449778e-11,8.364919e-09,1.151455e-08
3918,3.092627e-09,5.395837e-11,1.753165e-08,2.067824e-08
3919,3.083276e-09,4.825100e-11,8.236833e-09,1.136836e-08
3920,3.049259e-09,6.040667e-11,1.071923e-08,1.382890e-08
3921,3.021505e-09,5.111376e-11,1.037860e-08,1.345122e-08
3922,3.079247e-09,5.946358e-11,1.259986e-08,1.573857e-08
3923,3.012339e-09,5.523183e-11,1.430693e-08,1.737450e-08
3924,3.265300e-09,6.330781e-11,1.017086e-08,1.349946e-08
3925,3.024228e-09,6.108217e-11,8.186769e-09,1.127208e-08
3926,3.574532e-09,4.769452e-11,1.045203e-08,1.407425e-08
3927,3.175496e-09,5.557546e-11,1.078329e-08,1.401436e-08
3928,3.008185e-09,5.378282e-11,9.148648e-09,1.221062e-08
3929,3.019639e-09,5.177640e-11,9.757675e-09,1.282909e-08
3930,3.622817e-09,5.186153e-11,8.467517e-09,1.214220e-08
3931,3.065389e-09,4.914785e-11,1.126123e-08,1.437576e-08
3932,3.093591e-09,4.349829e-11,1.296905e-08,1.610614e-08
3933,3.104538e-09,5.315130e-11,8.696015e-09,1.185370e-08
3934,3.053455e-09,5.324457e-11,9.945362e-09,1.305206e-08
3935,3.203356e-09,4.884912e-11,9.298905e-09,1.255111e-08
3936,3.015999e-09,5.238055e-11,8.776414e-09,1.184479e-08
3937,3.037883e-09,4.463450e-11,8.480647e-09,1.156316e-08
3938,3.023214e-09,5.048512e-11,8.530402e-09,1.160410e-08
3939,3.021819e-09,4.590212e-11,8.598878e-09,1.166660e-08
3940,3.145896e-09,5.145082e-11,8.756791e-09,1.195414e-08
3941,3.085518e-09,5.905274e-11,1.078051e-08,1.392508e-08
3942,3.325634e-09,4.762747e-11,9.637151e-09,1.301041e-08
3943,3.324666e-09,6.333423e-11,9.535709e-09,1.292371e-08
3944,3.098951e-09,6.461712e-11,8.319271e-09,1.148284e-08
3945,3.094207e-09,5.009141e-11,1.028301e-08,1.342731e-08
3946,3.140031e-09,4.680216e-11,9.130303e-09,1.231714e-08
3947,3.046271e-09,4.655313e-11,1.608882e-08,1.918164e-08
3948,3.253710e-09,5.092643e-11,9.473052e-09,1.277769e-08
3949,3.050056e-09,5.444635e-11,1.274328e-08,1.584778e-08
3950,3.106597e-09,7.362994e-11,1.185885e-08,1.503908e-08
3951,3.017946e-09,5.243934e-11,1.068357e-08,1.375396e-08
3952,3.019083e-09,4.629042e-11,1.325429e-08,1.631966e-08
3953,3.026228e-09,4.497776e-11,1.884069e-08,2.191190e-08
3954,3.079060e-09,5.208975e-11,8.060849e-09,1.119200e-08
3955,3.092567e-09,5.297149e-11,8.886657e-09,1.203220e-08
3956,3.017392e-09,5.334348e-11,8.542623e-09,1.161336e-08
3957,3.016139e-09,4.973084e-11,1.170340e-08,1.476927e-08
3958,3.012867e-09,5.411339e-11,1.054388e-08,1.361086e-08
3959,3.002521e-09,5.284024e-11,1.006108e-08,1.311644e-08
3960,3.458003e-09,6.323741e-11,1.153150e-08,1.505274e-08
3961,3.010786e-09,5.926726e-11,1.111834e-08,1.418840e-08
3962,2.985671e-09,4.875849e-11,8.623937e-09,1.165837e-08
3963,3.150375e-09,5.913590e-11,1.220043e-08,1.540994e-08
3964,2.986938e-09,4.612922e-11,8.825702e-09,1.185877e-08
3965,3.033434e-09,4.534136e-11,1.096707e-08,1.404584e-08
3966,3.302020e-09,5.307451e-11,9.868181e-09,1.322327e-08
3967,3.056166e-09,4.724764e-11,8.186264e-09,1.128968e-08
3968,3.094000e-09,5.126813e-11,2.851203e-08,3.165730e-08
3969,3.444058e-09,4.945039e-11,8.053237e-09,1.154675e-08
3970,3.344083e-09,4.208522e-11,8.998829e-09,1.238500e-08
3971,3.033829e-09,7.471332e-11,1.289672e-08,1.600526e-08
3972,2.997031e-09,5.830431e-11,1.145867e-08,1.451401e-08
3973,3.058744e-09,4.525770e-11,1.326886e-08,1.637287e-08
3974,3.149956e-09,4.842603e-11,1.198365e-08,1.518204e-08
3975,3.001321e-09,3.938645e-11,8.505468e-09,1.154618e-08
3976,3.270607e-09,4.385954e-11,1.140068e-08,1.471515e-08
3977,3.323082e-09,4.093180e-11,9.014498e-09,1.237851e-08
3978,3.539307e-09,4.295904e-11,8.459894e-09,1.204216e-08
3979,3.207497e-09,4.104828e-11,1.081924e-08,1.406778e-08
3980,2.982960e-09,4.247839e-11,1.028311e-08,1.330855e-08
3981,3.293753e-09,5.578096e-11,9.338207e-09,1.268774e-08
3982,3.116557e-09,4.755174e-11,8.340210e-09,1.150432e-08
3983,3.433865e-09,5.144723e-11,9.486822e-09,1.297213e-08
3984,2.986440e-09,5.741054e-11,8.084980e-09,1.112883e-08
3985,3.266586e-09,4.501917e-11,8.091006e-09,1.140261e-08
3986,3.031711e-09,4.081631e-11,1.052145e-08,1.359398e-08
3987,2.986729e-09,4.708531e-11,1.116914e-08,1.420296e-08
3988,2.973021e-09,4.722718e-11,1.169176e-08,1.471200e-08
3989,3.061435e-09,5.418783e-11,1.064050e-08,1.375612e-08
3990,2.971008e-09,7.417234e-11,8.421300e-09,1.146648e-08
3991,3.009090e-09,4.801880e-11,1.408281e-08,1.713992e-08
3992,2.969676e-09,5.855975e-11,1.054438e-08,1.357261e-08
3993,2.981041e-09,4.229891e-11,9.302686e-09,1.232603e-08
3994,3.098600e-09,4.479914e-11,8.121936e-09,1.126534e-08
3995,3.010444e-09,4.567013e-11,1.020321e-08,1.325932e-08
3996,3.008519e-09,4.574608e-11,1.225278e-08,1.530704e-08
3997,2.979394e-09,4.560942e-11,1.064587e-08,1.367087e-08
3998,3.134774e-09,4.512869e-11,8.566159e-09,1.174606e-08
3999,3.385503e-09,5.613339e-11,8.065983e-09,1.150762e-08
4000,3.958476e-09,4.732816e-11,8.419535e-09,1.242534e-08
4001,3.069017e-09,4.503031e-11,9.353434e-09,1.246748e-08
4002,2.989830e-09,4.836385e-11,9.745412e-09,1.278361e-08
4003,2.963697e-09,4.772551e-11,9.070802e-09,1.208222e-08
4004,3.188618e-09,4.631276e-11,8.486586e-09,1.172152e-08
4005,2.962142e-09,5.289628e-11,8.026461e-09,1.104150e-08
4006,3.168076e-09,5.301888e-11,8.160756e-09,1.138185e-08
4007,2.993624e-09,5.644805e-11,1.754104e-08,2.059112e-08
4008,3.148580e-09,5.406897e-11,9.033382e-09,1.223603e-08
4009,3.021783e-09,4.752137e-11,7.957657e-09,1.102696e-08
4010,2.952540e-09,4.500963e-11,1.242963e-08,1.542718e-08
4011,3.241345e-09,4.812984e-11,1.326099e-08,1.655046e-08
4012,2.960580e-09,5.165723e-11,8.851540e-09,1.186378e-08
4013,2.986960e-09,4.401992e-11,9.314635e-09,1.234562e-08
4014,3.564053e-09,5.484336e-11,1.071577e-08,1.433466e-08
4015,2.970939e-09,5.139747e-11,7.988334e-09,1.101067e-08
4016,2.961108e-09,5.311734e-11,9.993621e-09,1.300785e-08
4017,2.961711e-09,5.323399e-11,1.019681e-08,1.321176e-08
4018,2.964937e-09,5.416063e-11,8.425329e-09,1.144443e-08
4019,2.953772e-09,4.728036e-11,8.397605e-09,1.139866e-08
4020,3.005676e-09,4.998336e-11,1.099729e-08,1.405295e-08
4021,3.012803e-09,4.168586e-11,1.753750e-08,2.059198e-08
4022,3.022057e-09,4.639481e-11,9.171690e-09,1.224014e-08
4023,2.958838e-09,4.994208e-11,8.707065e-09,1.171585e-08
4024,3.066704e-09,5.583929e-11,1.033528e-08,1.345782e-08
4025,2.973711e-09,4.178481e-11,9.138041e-09,1.215354e-08
4026,3.177173e-09,4.456984e-11,8.013488e-09,1.123523e-08
4027,2.966262e-09,5.391086e-11,8.137627e-09,1.115780e-08
4028,3.209360e-09,4.301794e-11,1.215377e-08,1.540615e-08
4029,3.019607e-09,4.552025e-11,1.000991e-08,1.307504e-08
4030,3.568498e-09,4.308707e-11,1.211663e-08,1.572822e-08
4031,3.112961e-09,4.696045e-11,8.656954e-09,1.181688e-08
4032,3.567617e-09,7.457576e-11,1.127161e-08,1.491381e-08
4033,3.095894e-09,4.833433e-11,9.734790e-09,1.287902e-08
4034,2.954214e-09,4.427266e-11,9.138279e-09,1.213677e-08
4035,2.955351e-09,4.697603e-11,1.527901e-08,1.828134e-08
4036,2.952915e-09,4.619803e-11,7.952830e-09,1.095194e-08
4037,2.947282e-09,4.999568e-11,8.149815e-09,1.114709e-08
4038,2.994622e-09,4.566286e-11,8.524867e-09,1.156515e-08
4039,2.983402e-09,4.971261e-11,1.013403e-08,1.316715e-08
4040,2.967697e-09,5.590020e-11,8.375178e-09,1.139878e-08
4041,2.940915e-09,5.665010e-11,1.099697e-08,1.399454e-08
4042,2.966316e-09,5.713370e-11,9.370130e-09,1.239358e-08
4043,3.102610e-09,4.348487e-11,8.504194e-09,1.165029e-08
4044,3.367743e-09,4.818257e-11,1.115552e-08,1.457144e-08
4045,2.933022e-09,4.861603e-11,1.003137e-08,1.301301e-08
4046,3.047071e-09,5.324505e-11,9.192772e-09,1.229309e-08
4047,2.927153e-09,5.222685e-11,1.057654e-08,1.355591e-08
4048,2.962306e-09,4.149718e-11,1.090249e-08,1.390629e-08
4049,4.046105e-09,5.143274e-11,8.533990e-09,1.263153e-08
4050,2.969620e-09,6.456535e-11,1.466483e-08,1.769902e-08
4051,2.972894e-09,4.947259e-11,9.060019e-09,1.208238e-08
4052,2.928130e-09,4.382287e-11,1.346206e-08,1.643401e-08
4053,3.068548e-09,4.758974e-11,9.232203e-09,1.234834e-08
4054,2.959914e-09,4.689691e-11,8.357360e-09,1.136417e-08
4055,3.867784e-09,5.432652e-11,1.332676e-08,1.724887e-08
4056,3.004767e-09,4.969772e-11,8.600589e-09,1.165505e-08
4057,2.945650e-09,4.545064e-11,9.100211e-09,1.209131e-08
4058,2.946364e-09,4.934032e-11,1.212881e-08,1.512451e-08
4059,3.266306e-09,4.938448e-11,9.668550e-09,1.298424e-08
4060,2.930471e-09,5.547529e-11,9.647940e-09,1.263389e-08
4061,2.930856e-09,5.469903e-11,9.101742e-09,1.208730e-08
4062,3.504053e-09,5.812548e-11,1.160834e-08,1.517052e-08
4063,3.057927e-09,4.623522e-11,1.615475e-08,1.925891e-08
4064,2.933680e-09,5.966173e-11,9.019348e-09,1.201269e-08
4065,3.330606e-09,5.657639e-11,1.381374e-08,1.720093e-08
4066,3.036520e-09,5.311371e-11,7.910519e-09,1.100015e-08
4067,3.330878e-09,4.568479e-11,1.338195e-08,1.675852e-08
4068,3.121358e-09,4.410917e-11,8.633402e-09,1.179887e-08
4069,3.015737e-09,4.277088e-11,1.079776e-08,1.385627e-08
4070,3.194931e-09,5.056458e-11,8.152726e-09,1.139822e-08
4071,3.128087e-09,5.124455e-11,9.155480e-09,1.233481e-08
4072,3.315701e-09,6.915072e-11,8.721684e-09,1.210654e-08
4073,3.206217e-09,6.389204e-11,1.093550e-08,1.420561e-08
4074,2.972997e-09,4.974058e-11,7.800053e-09,1.082279e-08
4075,3.202828e-09,5.077450e-11,8.370717e-09,1.162432e-08
4076,3.005894e-09,5.708149e-11,9.211477e-09,1.227445e-08
4077,2.925564e-09,4.734281e-11,1.114472e-08,1.411762e-08
4078,3.069790e-09,4.889503e-11,1.141479e-08,1.453347e-08
4079,3.048638e-09,4.670818e-11,1.160970e-08,1.470505e-08
4080,3.070032e-09,5.240773e-11,1.411272e-08,1.723516e-08
4081,2.908350e-09,4.335612e-11,1.379186e-08,1.674356e-08
4082,2.923831e-09,6.646318e-11,9.326675e-09,1.231697e-08
4083,2.912465e-09,4.957033e-11,9.036483e-09,1.199852e-08
4084,2.910288e-09,4.350847e-11,9.749074e-09,1.270287e-08
4085,2.945692e-09,4.893457e-11,9.506967e-09,1.250159e-08
4086,2.914422e-09,5.316292e-11,8.556352e-09,1.152394e-08
4087,3.070254e-09,4.039186e-11,1.247825e-08,1.558890e-08
4088,2.939441e-09,4.664190e-11,9.529632e-09,1.251571e-08
4089,2.924949e-09,5.686935e-11,2.089915e-08,2.388097e-08
4090,2.895613e-09,5.037083e-11,7.942869e-09,1.088885e-08
4091,2.934860e-09,5.246260e-11,8.040936e-09,1.102826e-08
4092,2.919189e-09,5.102151e-11,8.166301e-09,1.113651e-08
4093,2.963387e-09,6.706927e-11,1.142126e-08,1.445172e-08
4094,3.357195e-09,5.272766e-11,9.836689e-09,1.324661e-08
4095,2.919696e-09,4.889886e-11,1.838865e-08,2.135725e-08
4096,2.909056e-09,5.931487e-11,1.597655e-08,1.894492e-08
4097,3.047683e-09,6.555579e-11,1.260188e-08,1.571512e-08
4098,2.982372e-09,8.214876e-11,1.167746e-08,1.474198e-08
4099,2.905951e-09,5.503903e-11,8.273550e-09,1.123454e-08
4100,2.955555e-09,5.102928e-11,7.918421e-09,1.092501e-08
4101,2.898299e-09,5.049254e-11,8.727767e-09,1.167656e-08
4102,3.198377e-09,6.674317e-11,8.814637e-09,1.207976e-08
4103,2.898418e-09,5.538343e-11,7.865008e-09,1.081881e-08
4104,3.178531e-09,4.728548e-11,1.338312e-08,1.660894e-08
4105,3.101276e-09,1.221488e-10,9.399957e-09,1.262338e-08
4106,2.897004e-09,6.159453e-11,8.054318e-09,1.101292e-08
4107,3.148511e-09,6.599496e-11,1.127696e-08,1.449146e-08
4108,3.028925e-09,5.373997e-11,1.418819e-08,1.727085e-08
4109,3.088983e-09,5.003163e-11,1.559016e-08,1.872917e-08
4110,2.905730e-09,4.708845e-11,9.824476e-09,1.277729e-08
4111,2.999859e-09,4.664434e-11,1.265341e-08,1.569991e-08
4112,2.942411e-09,5.389281e-11,9.715957e-09,1.271226e-08
4113,2.944269e-09,5.644681e-11,8.394800e-09,1.139552e-08
4114,2.932386e-09,5.430128e-11,7.720413e-09,1.070710e-08
4115,3.019896e-09,4.601879e-11,8.242341e-09,1.130826e-08
4116,2.961991e-09,5.114624e-11,1.104658e-08,1.405972e-08
4117,2.890032e-09,5.403733e-11,8.371645e-09,1.131571e-08
4118,3.104937e-09,5.193511e-11,1.245785e-08,1.561472e-08
4119,2.995159e-09,4.910425e-11,7.738040e-09,1.078230e-08
4120,2.900316e-09,5.384328e-11,9.146878e-09,1.210104e-08
4121,2.886338e-09,5.769173e-11,7.974251e-09,1.091828e-08
4122,2.893202e-09,4.480938e-11,1.019487e-08,1.313289e-08
4123,2.932967e-09,5.712769e-11,7.752311e-09,1.074241e-08
4124,2.901344e-09,5.055531e-11,9.634912e-09,1.258681e-08
4125,3.168348e-09,5.152806e-11,8.689251e-09,1.190913e-08
4126,2.920380e-09,5.189603e-11,1.251920e-08,1.549148e-08
